,ts,title
1982,20120605,Tech Data Simplifies Apple Platform for Resellers Through Partnership With JAMF Software. Tech Data Simplifies Apple Platform for Resellers Through Partnership With JAMF Software
1983,20120606,"Samsung says Galaxy S III U.S. launch to go ahead, despite Apple suit. Samsung says Galaxy S III U.S. launch to go ahead, despite Apple suit. Strategy Analytics: Samsung Leads Sony, HP and Apple in Technology Brand Preference. FRSTeam ""Wows Its Customers the Apple Way"". Ascent Solar Launches Solar Powered Charger for Apple iPhone. Apple eyes new stores in two Chinese cities as iPad suit continues. Apple eyes new stores in two Chinese cities as iPad suit continues"
1984,20120607,"Apple may seek to stop U.S. launch of Galaxy phone. Tony Penna named Assistant General Manager of Apple Valley Ranchos Water Co.. Apple may seek to stop U.S. launch of Galaxy phone. Rarus Technologies Inc. Submits Version 1.1 iPhone App to Apple and Also Joins Android Marketplace Which Has 61% of Smart Phone Market. Lowered outlook, new Apple fight send HTC shares to 2-year low. U.S. Morning Call: Apple tries to protect U.S. turf"
1985,20120608, Andiamo's GPS Phone Tracker App Receives Apple Approval. Apple may seek to stop U.S. launch of Galaxy phone. Summer travel is easy and affordable with Apple Vacations and Riu Naiboa. MWW Wins Big At 25th Annual PRSA-NY Big Apple Awards. Apple may seek to stop U.S. launch of Galaxy phone
1986,20120609,
1987,20120610,
1988,20120611,"Apple takes on Google with own maps, better Siri. FACTBOX: Maps, Macs and mobile dominate Apple conference. Apple takes on Google with own maps, better Siri. Bluetooth Technology at Apple`s Core - Apple Offers the Broadest Range of Bluetooth Smart Ready Hubs. Apple Previews iOS 6 With All New Maps, Siri Features, Facebook Integration, Shared Photo Streams & New Passbook App. Apple Introduces All New MacBook Pro with Retina Display. Apple CEO Cook kicks off developers conference. Apple Updates MacBook Air and Current Generation MacBook Pro with Latest Processors and New Graphics.  Andiamo Begins Rapid Deployment of Its Popular Apple Apps Over to the Android Platform. Apple expected to unveil applications to take on Google. Zacks Bull and Bear of the Day Highlights: Valspar, Health Net, Facebook, Apple and Google.  New iGR Survey Finds 24 Percent of Respondents Less Likely to Buy Apple Due to Reports of Chinese Working Conditions"
1989,20120612,"Apple map service finds fans on Wall Street. Apple iOS 6, OS X Mountain Lion to Integrate Youku Services.  WaterField Debuts Outback Tote & Apple Laptop Sleeves. Apple takes on Google with own maps, better Siri. Apple to License TomTom`s Content. Trading at Noon: Apple touts new features, products"
1990,20120613,"Apple fails to fend off mobile tracking lawsuit. Apple fails to fend off mobile tracking lawsuit.  Louisiana Sheriff Streamlines the Traffic Citation Process With Apple iPad(R), Socket Mobile Barcode Scanner, and. Cocoon's Grid-It! Available Now at Apple Stores"
1991,20120614,Judge gives Apple reprieve in patent case versus Google. Judge gives Apple reprieve in patent case vs. Google. Time Inc to sell magazine subscriptions on Apple Newsstand. Time Inc to sell magazine subscriptions on Apple Newsstand
1992,20120615,"Apple I computer fetches $374,500 at NY auction. Apple and Samsung Garner 50% of Global Smartphone Market and 90% of Its Profits, Says ABI Research"
1993,20120616,
1994,20120617,
1995,20120618,Sonos raises $135M as former Apple CFO joins board. The Securities Arbitration Law Firm of Klayman & Toskes Files Claim Against David Lerner Associates on Behalf of 75 Year Old Widow to Recover Losses Sustained in Apple REITs. The Securities Arbitration Law Firm of Klayman & Toskes Files Claim Against David Lerner Associates on Behalf of 75 Year Old Widow to Recover Losses Sustained in Apple REITs. 30 DC Announces Worldwide Launch of MagCast - Digital Publishing Platform for Apple Newsstand
1996,20120619,CAIR Asks Apple to Change Policy After Farsi Speakers Denied Service. Apple supplier Imagination hit by competition fears
1997,20120620,"Apple fined in Australia for misleading iPad advertising. Apple fined in Australia for misleading iPad advertising. Travel without the kids this fall with the new Riu Palace Macao and Apple Vacations. Judge grills Apple in Google smartphone case. UPDATE 2-Judge grills Apple in Google smartphone case. Dutch court orders Apple to pay Samsung damages over patent. UPDATE 1-Dutch court orders Apple to pay Samsung damages over patent. ABI Research: Apple iPad Gets Competition; Will Microsoft Surface be the Tablet Enterprise Users Desire?. Dutch court orders Apple to pay Samsung damages over patent. Zacks Earnings Trends Highlights: J.P. Morgan, Apple. Metaforic Extends Software Immune System To Protect Applications Running On Apple iOS Devices. U.S. Day Ahead: 17,000 reasons why Google will battle Apple"
1998,20120621,"Apple filing could delay Kodak patent sale. Apple filing could delay Kodak patent sale. Leader of Apple iScam gets up to 9 years in prison. Leader of Apple iScam gets up to 9 years in prison. Zacks Bull and Bear of the Day Highlights: Loews, Shaw Communications, Dell, Hewlett-Packard and Apple.  Lantronix Launches Consumer Wireless Printing Solution for iPad and Apple iOS Devices. Analysis: With Siri and new alliances, Apple takes on Google search. U.S. Morning Call: Stock futures lower; Apple fined"
1999,20120622,UPDATE 3-US judge blocks Apple in Google smartphone war. US judge blocks Apple in Google smartphone war. U.S. judge sets 2013 trial date for Apple e-book lawsuit. US judge sets 2013 trial date for Apple e-book lawsuit. Hain Celestial Celebrates Feeding the Big Apple With the New York Mets
2000,20120623,Judge blocks Apple in Google smartphone war
2001,20120624,
2002,20120625,"U.S. trade panel to revisit initial ruling vs. Apple. UPDATE 1-US trade panel to revisit initial ruling vs. Apple. US trade panel to revisit initial ruling vs. Apple. Aerohive and JAMF Software Announce Integrated Mobile Device Management Solution for Apple Devices. NVMN:Lithium Entities Picked to Gain From Shortages Created by AAPL iPad, Smartphones and Electric Cars"
2003,20120626,"Apple launches iTunes in HK, Singapore, Taiwan. Apple launches iTunes in HK, Singapore, Taiwan. CAIR: Coalition Asks Apple to Train Sales Staff on Export Rules. Kensington Delivers New Offering of Security Solutions for Popular Apple Devices. Brightcove Unveils App Cloud Dual-Screen Solution for Apple TV. U.S. trade panel to revisit initial ruling vs. Apple"
2004,20120627,"Google goes up against Amazon, Apple with Nexus tablet. UPDATE 4-Google goes up against Amazon, Apple with Nexus tablet. Apple Vs. Samsung: Galaxy Tab 10.1 Banned in U.S.. Strategy Analytics: Apple iPad Nano Could Create Problems for Amazon. Top Tech Analyst Issues Special Report 'Would Apple Buy Netflix?' and Updates Outlooks on Universal Display Corporation, Cree and SemiLEDS. The Zacks Analyst Blog Highlights: Microsoft, Facebook, Salesforce.com, Cisco Systems and Apple. Nova Mining Betting on New iPhone 5 and AAPL TV Product to Further Escalate Lithium Prices. Strategy Analytics: Apple iPhone Generates US$150 Billion of Revenues since Launch"
2005,20120628,"Rights group says Apple suppliers in China breaking labor laws. Google goes up against Amazon, Apple with Nexus tablet. Rights group says Apple suppliers in China breaking labour laws"
2006,20120629,"Apple scores second legal win vs Samsung in a week. Apple scores second legal win vs Samsung in a week. Con Ed workers threaten strike as Big Apple faces big bake. UPDATE 1-Con Ed workers threaten strike as Big Apple faces big bake. Rarus Technologies Inc. Receives Approval from Apple for Zngle's Version 1.1 iPhone App and will release version 1.2 with Video and VoIP Calling in July. Con Ed workers threaten strike as Big Apple faces big bake. The Zacks Analyst Blog Highlights: Sprint Nextel, Verzion Communications, AT&T;, Clearwire and Apple. NVMN: New Buzz for AAPL Possibly Buying Tesla Further Highlights Critical Lithium Shortage. New NYY Steak To Open In The Heart Of The Big Apple"
2007,20120630,
2008,20120701,Apple settles China iPad trademark dispute for $60 mln. Italian regulator threatens Apple with new fines: source. Italian regulator threatens Apple with new fines-source
2009,20120702,"Apple pays $60 million to settle China iPad trademark dispute. Apple threatened in Italy with fine, temporary closure. Apple threatened in Italy with fine, temporary closure. Apple Federal Credit Union Kicks off Back-to-School Supply Drive to Help Thousands of Needy Kids in Northern Virginia. 3XSQ: Apple settles, so does Icahn. U.S. Morning Call: Apple settles iPad lawsuit in China"
2010,20120703,Apple says disagrees with Italy antitrust complaint. US denies Apple request for immediate HTC smartphone ban. Apple says disagrees with Italy antitrust complaint
2011,20120704,"Apple suffers UK patent defeat to HTC. Get in line: one Apple store per 216 million Chinese. Get in line: one Apple store per 216 million Chinese. Chinese IP awareness, sown by West, bruises Apple"
2012,20120705,"Yelp rises on reports of integration with Apple maps. The Zacks Analyst Blog Highlights:Verizon Communications, AT&T;, Sprint Nextel, Apple and Google. Judge who shelved Apple trial says patent system out of sync. Trading at Noon: Apple above 600; Netflix, Yelp up"
2013,20120706,Samsung wins bid to sell Nexus in Apple court battle. Samsung wins bid to sell Nexus in Apple court battle. UPDATE 2-Samsung wins bid to sell Nexus in Apple court battle
2014,20120707,
2015,20120708,
2016,20120709,"FireWire-Thunderbolt Adapters From Apple Offer Users Powerful New Connectivity Option. Samsung wins court case against Apple because it's ""not as cool"". Samsung wins court case against Apple because it's ""not as cool"". IPC's New Unigy Pulse Mobile App Puts Hoot and Intercom On Apple iPad for Communications Flexibility. First App for Mobile Meal Payments Hits Apple App StoreTM"
2017,20120710,"Zacks Bull and Bear of the Day Highlights: Amerisafe, Companhia de Bebidas Das Americas, Research In Motion, Apple and Google. Apple Cinnamon Chex Joins Family of Gluten-Free Cereals. Former Yahoo! and Apple Executive Joins Move's Leadership Team. Become the Apple of Your Industry"
2018,20120711,Research and Markets: Apple Computer: Company Profile. GE Announces ProficySCADA Now Available for Apple iPadÂ®. Apple Valley Ranchos Water Company replaces major water pipeline. GTSO: Apple iPad and iPhone Boom Sparks Incredible Lithium Opportunities in Urban Mining
2019,20120712,Greenpeace upgrades Apple on âcoal-freeâ promise. China preempts Apple on iPhone 5 launch. UPDATE 1-China pips Apple on iPhone 5 launch
2020,20120713,"Apple gives in to green pressure, calls EPEAT breakup âa mistakeâ. Apple rejoins green registry, admits exit was mistake. Apple withdraws from green gadget certification program. Apple rejoins ""green registry,"" admits exit was mistake.  Is the Apple iPad Still Worth More to Consumers Than Android Tablets?. Despite sanctions, Apple gear booms in Iran. Insight: Despite sanctions, Apple gear booms in Iran. INSIGHT-Despite sanctions, Apple gear booms in Iran"
2021,20120714,
2022,20120715,
2023,20120716,"Polycom Announces New Polycom RealPresence Mobile 1.3 Runs on HTC and More Apple Devices, and Lets Users Control the Camera on Other End of a Video Meeting"
2024,20120717,"Reaching Beyond Coffee: Green Mountain Coffee Roasters, Inc. Supports Yakima, WA Apple Pickers. Former Apple Executive Bertrand Serlet Joins Parallels Board of Directors"
2025,20120718," Schneider Electric Launches White Paper App for Apple iOS and Android Phone or Tablet Devices. BIA Launches New Collection Features for TotalDiscovery.com Including Twitter, Facebook, Webmail and Apple Systems.  Anglia Business Solutions Improves Produce Quality for Customers With Socket Mobile Bluetooth Scanners and Apple Approved App. QUAN: Apple Products Could Revolutionize Robotics. Judge rejects secrecy bids in Apple vs. Samsung battle. Judge rejects secrecy bids in Apple vs. Samsung battle"
2026,20120719," Bitdefender Clueful Privacy App Removed From Apple App Store. Forget the Old Adage of 'An Apple Day Keeps the Doctor Away' -- Today's Consumer Wants an App. Enterproid Announces Divide Now Available For Apple iOS. Apple must run ""Samsung did not copy iPad"" ads: report. Apple must run 'Samsung did not copy iPad' ads-report"
2027,20120720,Strategy Analytics: Nokia Lumia Smartphone Outships Apple iPhone and Samsung Android in First Three Quarters after Launch. Research and Markets: Apple Inc.'s Patent Watch Patent Application 2012 Provides Readers with Future Trend of Key Technologies Especially In the Patent Field. Research and Markets: Apple Incs. Patent Watch Utility Patent 2012. How to be an Apple smuggler in China
2028,20120721,
2029,20120722,Apple heads into choppy waters as new iPhone awaited
2030,20120723,"Apple options beckon eager investors, no matter how small. Apple options beckon eager investors, no matter how small. Research and Markets: Computex 2012 Observation Highlights: Tablet PC - Apple Currently Leads the Tablet Market with a Market Share of over 50%. Appeals court says Kodak does not infringe Apple patent. Appeals court says Kodak does not infringe Apple patent. Analysts hold back on Apple earnings in expectation of iPhone 5. Apple heads into choppy waters as new iPhone awaited. Apple heads into choppy waters as new iPhone awaited. Aerohive Ships Bonjour Gateway, an Apple Mobile Device Management Enrollment Solution and Two New 802.11n Access Points. Zacks Earnings Trends Highlights: Bank of America, Intel, General Electric and Apple. Zacks Earnings Preview: Bank of America and Apple. Apple vs Samsung patent trial kicks off in Australia. Apple vs Samsung patent trial kicks off in Australia. Apple vs Samsung patent trial kicks off in Australia. REFILE-What's up dock? Apple to shrink connector for iPhone 5. What's up dock? Apple to shrink connector for iPhone 5. Alcatel-Lucent and AuthenTec Enable Portugal Telecom to Securely Deliver Mobile Video to Android and Apple Smartphone and Tablet Users. Apple undervalued by $300 a share: StarMine. U.S. Day Ahead: Apple might miss"
2031,20120724,"Toshiba falls 7 pct on Apple results, NAND production cuts. Apple blames quarterly miss on new model anticipation, economy. Sharing the wealth: Apple to pay dividend to investors on August 16. Apple gets $35B in revenue, disappointing analyst expectations. VirnetX to Appeal or Re-file to Clarify a Procedural Discrepancy in its Complaint Against Apple with the ITC. Wall Street falls as Europe hits earnings; Apple falls. US STOCKS-Wall St falls as Europe hits earnings; Apple falls. US STOCKS SNAPSHOT-Futures down after Apple Q3 results. Apple revenue misses Wall Street forecasts, shares plunge. Apple Reports Third Quarter Results. Apple claims $2.5 billion damages in Samsung patent case. Apple heads into choppy waters as new iPhone awaited. Apple estimates $2.525 bln damages in Samsung battle. JustEnough Announces the Release of the Newest Version of JustEnough Mobile for the Apple iPad. Apple disconnected by upcoming iPhone. U.S. Day Ahead: Apple misses big time. Apple shares undervalued?. A split decision in Apple versus Samsung"
2032,20120725,"Apple says Samsung patent royalty demands unfair.  Centrify Announces Day One Support for Apple Mac OS X Mountain Lion With Active Directory-Based Security and Management. Apple says Samsung patent royalty demands unfair. US STOCKS SNAPSHOT-Sour Apple hurts S&P;, Nasdaq, but Dow rises. Imagine Solutions Extends Enterprise-Class Document Capture to the Apple iPhone with Encapture Version 3.5. Apple releases ""Mountain Lion"" Mac software. Apple releases ""Mountain Lion"" Mac software. Free Family Night Scheduled for July 31 at Apple Valley Medical Center. Apple says Samsung patent royalty demands ""unfair""-filing. Apple blames rare miss on new iPhone anticipation, economy. Sharing the wealth: Apple to pay dividend to investors on August 16. European shares turn flat as Apple miss weighs. Apple share price drop seen as buying chance as iPhone 5 looms. US STOCKS-Wall St up on stimulus hopes, earnings; Apple weighs. Strategy Analytics: Apple iPad Captures 68 Percent Share of Global Tablet Shipments in Q2 2012. US STOCKS SNAPSHOT - Wall St edges up on stimulus hopes; Apple drags. Apple gets $35B in revenue, disappointing analyst expectations. Nakash Holdings Acquires Flagship Apple Store on 3rd Street Promenade. US STOCKS-Wall St set to rise on stimulus hopes; Apple weighs. Macrobatix Partners with SightTech to Provide Apple Technology to Visually Impaired Veterans. DineEquity, Inc. Announces the Sale of 65 Applebee`s Company-Operated Restaurants in Michigan to TSFR Apple Venture LLC. Apple earnings miss takes bite out of Asia supplier shares. Apple earnings miss takes bite out of Asia supplier shares. Apple earnings miss takes bite out of Asia supplier shares. Global Investment Conference: ARM unfazed by Apple blip. 3XSQ: Apple could drop to $567. Reuters Today: Apple miss takes bite out of Asia suppliers"
2033,20120726,"UPDATE 4-Smartphones power record Samsung profit of $5.9 bln during Apple lull. Samsung sold 50.5 million smartphones in second quarter, almost twice what Apple sold: report. Apple supplier Catcher confirms casualties at China plant. Samsung sold 50.5 mln smartphones in Q2, almost twice what Apple sold-report. Kodak, Apple patent fight to remain in bankruptcy court. Kodak, Apple patent fight to remain in bankruptcy court. Apple U.S. margins for iPad about half of iPhone: filing. JAMF Software Announces Minneapolis Facility as an Apple Authorized Training Center and Adds New Education Courses. Apple U.S. margins for iPad roughly half of iPhone -court filing. Smartphones to power record Samsung profit during Apple lull. Local Apple Specialist, Macrobatix, Prepares Businesses for Mountain Lion Program Upgrades.  PROMISE Technology Embraces OS X Mountain Lion From Apple. Crucial.com Announces Winners of Its Apple Spending Spree Sweepstakes. SK Hynix, LG Display tie fortunes to Apple as economy slows. WRAPUP 1-SK Hynix, LG Display tie fortunes to Apple as economy slows"
2034,20120727,"Apple buys mobile security firm AuthenTec for $356 million. SHAREHOLDER ALERT: Law Firm of Levi & Korsinsky, LLP Announces Investigation into Possible Breaches of Fiduciary Duty by the Board of AuthenTec, Inc. in Connection with the Sale of the Company to Apple Inc.. Apple eyes security, buys fingerprint sensor company AuthenTec for $356M. Kodak, Apple patent fight to remain in bankruptcy court. AuthenTec Shareholder Alert: The Briscoe Law Firm and Powers Taylor, LLP Investigate Sale of AuthenTec, Inc. to Apple. SHAREHOLDER ALERT: Law Firm of Levi & Korsinsky, LLP Announces Investigation into Possible Breaches of Fiduciary Duty by the Board of AuthenTec, Inc. in Connection with the Sale of the Company to Apple Inc.. Factbox: Apple deals behind recent features in iProducts. Apple supplier Catcher confirms accident at China plant. Smartphones power record Samsung profit of $5.9 billion during Apple lull"
2035,20120728,Why Apple wonât invest in Twitter: It doesnât have to. Apple pondered strategic investment in Twitter -NYT
2036,20120729,Analysis: Apple sounds warning bell for smartphone industry
2037,20120730,"Apple gears up for September 12 event, stokes iPhone talk. Apple gears up for Sept 12 event, stokes iPhone talk. NY comptroller says MTA sided with Apple for Grand Central Store. NY comptroller says MTA sided with Apple for Grand Central Store. Taiwan university sues Apple over speech recognition patents. The Knot Now Available On Apple Newsstand And Google Play. SHAREHOLDER ALERT: Law Firm of Levi & Korsinsky, LLP Announces Investigation into Possible Breaches of Fiduciary Duty by the Board of AuthenTec, Inc. in Connection with the Sale of the Company to Apple Inc.. Zacks Earnings Trends Highlights: Bank of America, Exxon, Chevron, Conoco and Apple. Taiwan university sues Apple over speech recognition patents"
2038,20120731,"Apple designer: iPhone crafters are ""maniacal"". Apple designer: iPhone crafters are ""maniacal"". Apple designer: iPhone crafters are ""maniacal"". Apple designer: iPhone crafters are 'maniacal'. Apple lawyer says Samsung deliberately chose to copy iPhone. Apple may be considering stock split: Bernstein. Apple may be considering stock split: Bernstein. A Billion Dollar Profit Idea for Apple That Puts Americans to Work. Reports of two Massive Apple Events this Quarter has Nova Mining Corp Management Seeing Green"
2039,20120801,Houghton Mifflin Harcourt`s Algebra Curriculum for Apple iPad Stimulates a Near 10 Percent Boost in Math Scores. Imogo's cloud based applications optimized for new Samsung Galaxy S3 and upcoming Apple iPhone 5. Research and Markets: BlackBerry: Losing the Battle Against Apple and Google. Research and Markets: Apple Inc.: The Steve Jobs Effect
2040,20120802,"Apple seeks severe punishment for Samsung lawyer's actions. Apple seeks severe punishment for Samsung lawyer's actions. Sharp to start shipping iPhone screens to Apple this month. UPDATE 1-Sharp to start shipping iPhone screens to Apple this month. Strong Apple Shipments Drive Robust Tablet Market Growth in Second Quarter, According to IDC"
2041,20120803,"Apple exec urged firm to make 7-inch tablet in 2011 -email. The Zacks Analyst Blog Highlights: Amazon.com, Microsoft, Sony, Apple and Netflix"
2042,20120804,
2043,20120805,
2044,20120806,"Samsung, Apple spar over gadgets' specs. UPDATE 1-Samsung, Apple spar over gadgets' specs. Apple won't include YouTube app in new mobile software. Apple says YouTube app won't be included in new mobile software. Apple says license to include YouTube app in iOS has ended. Apple and Samsung take Australian legal battle to the ""hot tub"". The Zacks Analyst Blog Highlights: AT&T;, Nextwave Wireless, Verizon Communications, Apple and Google.  Andiamo Passes 17,000,000 Downloads of Its Popular Apple and Android Apps. Apple and Samsung take Australian legal battle to the ""hot tub"""
2045,20120807,"Former Apple designer says Samsung phones looked similar. UPDATE 1-Former Apple designer says Samsung phones looked similar. Former Apple designer says Samsung phones ""confusingly similar"". Apple won't include YouTube app in new mobile software. VisionTek Selects JustEnough Mobile for the Apple iPad. U.S. Day Ahead: Apple & Google tread carefully around Kodak!. What Apple should do with its mountain of cash - Tech Tonic. Wealth Strategies: Apple should get rid of cash"
2046,20120808,"Apple options soar as market awaits dividend. The Zacks Analyst Blog Highlights: Electronic Arts, Zynga, Facebook, Apple and Waste Management"
2047,20120809,"Apple Vacations Launches Aggressive Expansion for Winter 2013 Vacation Options. Google pays $22.5 million to settle Apple Safari charges. UPDATE 3-Google pays $22.5 mln to settle Apple Safari charges. UPDATE 2-Google pays $22.5 mln to settle Apple Safari charges. UPDATE 1-Google pays $22.5 mln to settle Apple Safari charges. Armedia Releases Apple iOS and Google Android Mobile App for The Well Project, a Leading Global Resource for Women and HIV"
2048,20120810,"Samsung takes on Apple over value of phone features. UPDATE 1-Samsung takes on Apple over value of phone features. Samsung takes on Apple at trial over value of phone features. Samsung takes on Apple at trial over value of phone features. DeNA and CROOZ, Inc. Launch Deity Wars, Available Now on the Apple App Store and Google Play. Dropship Apple Accessories with Applehour - Top Choice for Home Business. Taomee Launched Seer Animation APP for Apple iOS"
2049,20120811,Giant Food Alerts Customers to Voluntary Recall of Ready Pac Apple Snax Products. Stop & Shop alerts customers to voluntary recall of Ready Pac Apple Snax Products
2050,20120812,Wealth Strategies: Apple could be loser in tech patent wars
2051,20120813,Apple expert shines light on Samsung sales in U.S.. Apple has licensed design patents to Microsoft-exec. Ford Dealers Now Using SHOWCASE App and Apple iPad to Improve Customer Purchase Experience. The Big Apple to Inspire New Mountain DewÂ® Flavor? YOU Decide..  Kerr & Wagstaffe Offers Comment on Class Action Suit Against Apple. QUAN: Could Google Android Tablets Surpass the Apple iPad in Robotics Applications?
2052,20120814,"Burglar hit Apple co-founder Steve Jobs' house -prosecutor. UPDATE 1-Burglar hit Apple co-founder Steve Jobs' house -prosecutor. At trial, it's Samsung's turn to say Apple copied. UPDATE 1-At trial, it's Samsung's turn to say Apple copied. Burglar hit Apple co-founder Steve Jobs' house -prosecutor. At trial, it's Samsung's turn to say Apple copied.  Consumers Trust Amazon, Apple and Google Most With Their Information. NVMN: Lithium Buyers Could be Caught without Supplies after Apple iPhone 5 Launch. Apple REIT Seven, Inc. Reports Results for the Second Quarter of 2012. Apple REIT Nine, Inc. Reports Results for the Second Quarter of 2012. Apple REIT Eight, Inc. Reports Results for the Second Quarter of 2012. Apple REIT Six, Inc. Reports Results for the Second Quarter of 2012. Ask Ziggy Closes $5 Million Strategic Investment - Expands ""Siri"" Class Speech Recognition Across Android, Apple and Microsoft Products. Tokyo Institute of Technology Venture CBA Japan Offers Use of Its Optical Sensing Technology to Apple Competitors Worldwide. Apple expert shines light on Samsung sales in U.S.. Sharpâs future: Just a piece of the Apple pie â Tech Tonic. Sharpâs future: Just a piece of the Apple pie"
2053,20120815,"Apple in talks with cable TV networks over set-top box -WSJ. Apple in talks with cable TV networks over set-top box -WSJ. Intel, Apple leading charge against conflict minerals: report. Intel, Apple leading charge against conflict minerals -report. Nokia fuels hopes of phone launch ahead of Apple. UPDATE 3-Nokia fuels hopes of phone launch ahead of Apple. Cheap and cheerful, Chinese phones outsmart Apple. Judge urges Apple and Samsung to settle ahead of verdict.  FriendCaller's Social Communication App Now Available for Apple iOS Devices"
2054,20120816,"UPDATE 1-Samsung expert: Apple overstates its damages at trial. Samsung expert: Apple damages estimates are overstated. Samsung expert: Apple damages estimates are overstated. In China, cheap and cheerful phones outsmart Apple. Apple & Eve Joins Esio Beverage Company Offerings for Its Hot & Cold Beverage System. In China, cheap and cheerful phones outsmart Apple. UPDATE 1-In China, cheap and cheerful phones outsmart Apple"
2055,20120817,"Apple fires closing shots at Samsung in patents battle. Apple fires closing shots in Samsung trial. US STOCKS-Wall St edges up as 4-yr high eyed; Apple sets record. NASDAQ Volume Leaders for Friday, August 17th: CSCO, MSFT, FB, MRVL, ORCL, GRPN, SIRI, BRCD, EBAY, AAPL. QUAN: Apple iPad Kickstarts New Telepresence Robotics Trend. Samsung expert: Apple overstates its damages at trial. Trading at Noon: Apple hits new high; Facebook a new low"
2056,20120818,
2057,20120819,Apple suppliers boost Taiwan stocks; Acer down. Motorola-Googleâs first patent suit against Apple seeks import ban of all major Apple devices
2058,20120820,"Wall Street flat after rally; Apple biggest company ever. VirnetX to Re-file its Complaint Against Apple with the ITC. US STOCKS-Wall St flat after rally; Apple biggest company ever. US STOCKS-Wall St pauses after 6-week rally; Apple hits new high. Apple breaks record, market fatigued. U.S. Day Ahead: Patent trial win-win for Apple. Trading at Noon: Apple now most valuable company in history. 3XSQ: Apple sees record new highs; price targets raised"
2059,20120821,Reuters Today: Apple climbs to the top of the tree
2060,20120822,"LG says started production of new screen, as Apple plans product launch. LG says started production of new screen, as Apple plans product launch. California jurors get to work in Apple vs. Samsung trial. Analysis: In Apple vs. Samsung, alchemy of damages takes the stage. California jurors get to work in Apple vs. Samsung trial. Motorola-Googleâs first patent suit against Apple seeks import ban of all major Apple devices. BRIEF-Moody's updates on Green Apple BV (2007-1 NHG portfolio)"
2061,20120823,"Seoul court rules Apple infringed two Samsung patents. BRIEF-Moody's assigns Aaa rating to the City of Apple Valley's (MN) $7.1 million GO Bonds, Series 2012A; assigns negative outlook. COLUMN: Apple and the burden of being a behemoth. KITERETSU Unveils its Puzzle Game ""ZOOKEEPER BATTLE"" on Apple App Store!. 30DC's MagCast Digital Publishing Platform Launches 50th Magazine on Apple Newsstand. Column: Apple and the burden of being a behemoth. ASCC Explores Ways to Leverage Apple Technology in New Products. Trading at Noon: HP needs to be more like an Apple"
2062,20120824,"Apple triumphs over Samsung in landmark patent case. Apple plans to file for ban on some Samsung sales. Samsung warns that Apple decision ""not final word"". Apple plans to file for ban on some Samsung sales. Samsung warns that Apple decision ""not final word"". Apple triumphs over Samsung, awarded over $1 billion damages. UPDATE 1-US jury orders Samsung to pay Apple $1.05 billion. Apple awarded $1.051 billion damages in Samsung trial. RPT-Samsung's phones infringed on some Apple patents-jury. Samsung's phones infringed on some Apple patents-jury. Seoul court rules Samsung didn't violate Apple design. AirWatch Continues Mobile Innovation through Integration with Apple Configurator. TEXT-Fitch: Green Apple 2008-I NHG's ratings unaffected by new swap triggers. Apple share of China smartphone mkt almost halved in Q2 - IDC. Apple share of China smartphone mkt almost halved in Q2, Lenovo gains - IDC. UPDATE 1-Seoul court rules Samsung didn't violate Apple design. Apple is still undervalued: finance professor - Decoder. Trading at Noon: Apple vs. Samsung; Round 1: Split decision. Samsung and Apple both to blame-South Korea judge"
2063,20120825,"Apple patent victory boosts Microsoft as Asian vendors scramble. Jury didn't want to let Samsung off easy in Apple trial: foreman. UPDATE 1-Jury didn't want to let Samsung off easy in Apple trial-foreman. Jury didn't want to let Samsung off easy in Apple trial. Apple CEO Tim Cook says chose legal action ""reluctantly"". Apple CEO Tim Cook says chose legal action 'reluctantly'. Analysis: Sweeping Apple win, but Samsung set for bounce-back. U.S. jury rules in favor of Apple"
2064,20120826,Apple patent victory boosts Microsoft as Asian vendors scramble. U.S. Morning Call: Apple set to hit new high on patent win
2065,20120827,"Apple seeks quick bans on eight Samsung phones. Key Apple engineer cancels retirement. Key Apple engineer cancels retirement. Wall Street finishes flat but Apple reaches another high. US STOCKS-Wall St finishes flat but Apple reaches another high. US STOCKS-Wall Street ends flat but Apple notches another high. US STOCKS SNAPSHOT-Wall St ends flat; Apple hits record high. US STOCKS-Wall Street flat, Apple hits record high. Apple seeks to stop U.S. sales of eight Samsung products. Apple seeks to stop U.S. sales of eight Samsung products. Analysis: Friend and foe; Samsung, Apple won't want to damage parts deal. US STOCKS-Cautious Wall St inches up, Apple hits record high. Yardi Maintenance Mobile Available on Android, Apple and BlackBerry. US STOCKS-Wall St edges up as Fed looms; Apple hits new high. Analysis: How Apple overwhelmed Samsung's patent case tactics. US STOCKS-Wall St flat but Apple rallies on court ruling. US STOCKS SNAPSHOT - Wall St edges up at open; Apple climbs. 30DC's MagCast Digital Publishing Platform Launches 50th Magazine on Apple Newsstand.  Where Investors Are Going - Consensus Report on Apple Inc. and Microsoft Corporation. US STOCKS-Wall St set to open higher, Apple rallies on court ruling. Nova Mining Corp Management Readies for Reported Multiple Apple Product Launches in Upcoming Weeks.  Pure Announces Availability of Its First Apple AirPlay Product. US STOCKS-Futures up as investors look for stimulus, Apple gains. US STOCKS-Futures up as investors look for stimulus, Apple gains. Breakingviews: Consumers can hope Apple patent victory is Pyrrhic. Maxim Sees No Material Near-term Impact from Apple v. Samsung Verdict. Apple ruling buys time for Microsoft. Breakingviews: Apple v. Samsung. 3XSQ: Apple boosted by billion dollar Samsung verdict"
